identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2
53502a54-d132-47b5-aecd-d6d31dda61c3,dataset,ISO 19115,WMS; WFS,2024-03-22,dut,28992; 5709,INWEVA werkdagen 2023,Intensiteit; Verkeer,De gemiddelde verkeersintensiteiten van 2023 op werkdagen op het HWN met uitsplitsing naar verschillende periodes en voertuig categorieen.,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.885', '7.253', '53.552')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/inweva/ows?service=WFS&request=getcapabilities&version=2.0.0,inweva:werkdag_gemiddelde_intensiteiten_in_2023_h,werkdag_gemiddelde_intensiteiten_in_2023_h,inweva:werkdag_gemiddelde_intensiteiten_in_2023_h,werkdag_gemiddelde_intensiteiten_in_2023_h,inweva:werkdag_gemiddelde_intensiteiten_in_2023_h,"(-4603.45769403383, 323363.78402593103, 286293.0774695672, 620809.5270451631)",True,True
52cee63d-4723-4b76-a20e-ed9afba04b3d,dataset,ISO 19115,WMS; WFS,2025-02-28,dut,28992; 5709,Overzicht vlieglijnen kribben IJssel en Nederrijn 2009,hoogtemeting; laser; altimetrie; topografie,Overzicht van de vlieglijnen van de kribben van de IJssel en Nederrijn in 2009. Verklaring van de attributen: VLIEGDATUM = datum van opname,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.252', '51.862', '5.877', '51.973')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/vlieglijnen_hoogte/ows?service=WFS&request=getcapabilities&version=2.0.0,vlieglijnen_hoogte:vlgln_ijssel_ndrrijn_2009,vlgln_ijssel_ndrrijn_2009,vlieglijnen_hoogte:vlgln_ijssel_ndrrijn_2009,vlgln_ijssel_ndrrijn_2009,vlieglijnen_hoogte:vlgln_ijssel_ndrrijn_2009,"(145686.81501266418, 430390.9288865108, 188738.69231131495, 442845.27807743405)",True,True
59c35abe-1749-44da-afe9-548ed5028f9e,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,NWB wegen - Route light (RWS),wegen; wegvakken; vervoer,"NWB Wegen light is het NWB Wegen op geaggregeerd niveau. Het NWB Wegen Light kan worden gezien als een uitbreiding van het route-systeem behorend bij het product NWB Wegen. Het kan dus gebruikt worden om informatie (uit tabellen) op basis van wegnummer en hectometrering te koppelen en presenteren op het NWB. Voor het gebruik van het NWB Wegen Light is enige kennis van de begrippen routebouw en dynamic segmentation vereist. De term light is gekozen omdat het detail-niveau van het netwerk, waarvan het routesysteem is afgeleid, sterk vereenvoudigd is vergeleken met dat van het standaard routesysteem. Het netwerk van het NWB Wegen Light bevat namelijk geen verbindingswegen of ingewikkelde kruisingen: elke weg wordt slechts weergegeven door een enkele lijn en elke kruising, hoe ingewikkeld ook, is weergegeven door slechts een knooppunt. Deze opzet maakt koppeling van gegevens zeer eenvoudig en is met name bedoeld voor het maken van middenschalige kaartjes, dus van een district, directie, provincie of geheel Nederland. Het algoritme dat is gebruikt om het NWB Wegen Light te bouwen maakt gebruik van het oorspronkelijke hectopunten-bestand van het NWB wegen en werkt globaal als volgt: op basis van de XY-coordinaten van de locatie van de hectometerpaaltjes van de hoofdrijbaan wordt het middelpunt bepaald. Vervolgens worden deze punten voor de betreffende weg door een lijn verbonden en wordt er een route-sleutel aan toegevoegd (het nummer van de weg). Het NWB Wegen Light is gemaakt voor alle gehectometreerde (rijks- en provinciale-) wegen in shape-formaat inclusief route-key. Voor gehectometreerde gemeentelijke wegen is dit product (nog) niet mogelijk. Mutaties op het product worden niet geleverd. In verband hiermee is de toepassing van het NWB-light bij arbeidsintensieve bedrijfsprocessen en/of bedrijfskritische omgevingen af te raden. 

NWB Wegen:
Het NWB-Wegen is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB-Wegen bestand bestaat op dit moment uit ruim 159.000 hectopunten en bijna 1,5 miljoen gedigitaliseerde wegvakken met een totale lengte van
meer dan 190.000 kilometer (meting januari 2023). Het NWB-Wegen wordt maandelijks geactualiseerd.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen:nwb_light,nwb_light,nwb_wegen:nwb_light,nwb_light,nwb_wegen:nwb_light,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
593259bb-b33a-4dca-a0d3-a792dd5b5b93,dataset,ISO 19115,WMS; WFS,2025-03-31,dut,28992; 5709,Contour 53 - Fysieke objecten 2025 actualisatie Omgevingsregeling,"Rijkswaterstaat, Rijk, Omgevingswet, aanwijzing, begrenzing, beperkingengebieden, wegen, beheer, ""fysieke objecten""","De geometrische begrenzing van de Contour 53 - Fysieke objecten 2025 actualisatie Omgevingsregeling. Dit is de Rijkswaterstaat bron van de in de Digitaal Stelsel Omgevingswet (DSO) en Staatscourant gepresenteerde versie. Deze kan hiervan licht afwijken vanwege de geometrische aanlevereisen van de DSO. De geometrische begrenzing is ontstaan vanuit de geometrische samenvoeging van geometrie KernGIS: lLicht, pLicht, lGeleideconstructie, pWegmeubilair, Alle overige HWN-contouren.
De datum inwerkingtreding Omgevingswet (2025-04-01), datum productie geometrie (2024-08-20) en datum gebruikte bronnen (2024-04-15) is opgenomen in de metadata.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/omgevingswet/ows?service=WFS&request=getcapabilities&version=2.0.0,omgevingswet:contour_53_fysieke_objecten_vlakken,contour_53_fysieke_objecten_vlakken,omgevingswet:contour_53_fysieke_objecten_vlakken,contour_53_fysieke_objecten_vlakken,omgevingswet:contour_53_fysieke_objecten_vlakken,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
60caa9e6-60c5-2015-a575-e11ef5a08mgl,dataset,ISO 19115,WMS; WFS,2024-02-29,dut,28992; 5709,NWB wegen - Wegvakken historie 2015 (RWS),Vervoersnetwerken; Wegnummer; Rijkswegen; Wegen,"Deze dataset bevat alle wegvakken uit het Nationaal Wegen bestand (NWB)op peildatum 01-01-2015. Het NWB Wegen bestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit ruim 158.000 hectopunten en meer dan 1 miljoen gedigitaliseerde wegvakken met een totale lengte van
bijna 158.000 kilometer (meting 2020). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Per 1 juli 2020 zijn de Woonplaatsnamen en Gemeentenamen in het NWB BAG Compliant. Dit houdt in dat de schrijfwijze van de namen volgens de officiele spelling geschreven zijn. De Basisregistratie Adressen en Gebouwen (BAG) is in 2009 ingevoerd en overheidsinstanties hebben een gebruikersplicht om deze registratie te gebruiken bij het uitvoeren van hun taak. Zo ook het NWB. 
Het NWB gebruikte tot nu toe de NEN schrijfwijze voor woonplaatsen en gemeentenamen. Hierbij werden de namen uniek gemaakt en woonplaatsen werden in hoofdletters geschreven. In de BAG kan het voorkomen dat een woonplaatsnaam met dezelfde spelling in verschillende gemeenten voorkomt. Deze structuur is overgenomen in het NWB en is daarmee hetzelfde als de BAG. 
Om aan deze aanpassing te wennen is er voor de BAG schrijfwijze een nieuwe kolom toegevoegd aan het NWB (kolom WPSNAAM). De woonplaatsnaam volgens de oude spelling, blijft de kolom WPSNAAMNEN en is verplaatst naar de laatste kolom. 
Uiteindelijk zal deze laatste kolom (WPSNAAMNEN) verdwijnen, de vervaldatum wordt nader bepaald. Wij adviseren u daarom om de kolom WPSNAAM vanaf 1-7-2020 te gaan gebruiken.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen_historie_2015/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen_historie_2015:nwb_wegen_wegvakken_2015,nwb_wegen_wegvakken_2015,nwb_wegen_historie_2015:nwb_wegen_wegvakken_2015,nwb_wegen_wegvakken_2015,nwb_wegen_historie_2015:nwb_wegen_wegvakken_2015,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
60caa9e6-60c5-2018-a575-e11ef5a08mgl,dataset,ISO 19115,WMS; WFS,2024-02-29,dut,28992; 5709,NWB wegen - Wegvakken historie 2018 (RWS),Vervoersnetwerken; Wegnummer; Rijkswegen; Wegen,"Deze dataset bevat alle wegvakken uit het Nationaal Wegen bestand (NWB)op peildatum 01-01-2018. Het NWB Wegen bestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit ruim 158.000 hectopunten en meer dan 1 miljoen gedigitaliseerde wegvakken met een totale lengte van
bijna 158.000 kilometer (meting 2020). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Per 1 juli 2020 zijn de Woonplaatsnamen en Gemeentenamen in het NWB BAG Compliant. Dit houdt in dat de schrijfwijze van de namen volgens de officiele spelling geschreven zijn. De Basisregistratie Adressen en Gebouwen (BAG) is in 2009 ingevoerd en overheidsinstanties hebben een gebruikersplicht om deze registratie te gebruiken bij het uitvoeren van hun taak. Zo ook het NWB. 
Het NWB gebruikte tot nu toe de NEN schrijfwijze voor woonplaatsen en gemeentenamen. Hierbij werden de namen uniek gemaakt en woonplaatsen werden in hoofdletters geschreven. In de BAG kan het voorkomen dat een woonplaatsnaam met dezelfde spelling in verschillende gemeenten voorkomt. Deze structuur is overgenomen in het NWB en is daarmee hetzelfde als de BAG. 
Om aan deze aanpassing te wennen is er voor de BAG schrijfwijze een nieuwe kolom toegevoegd aan het NWB (kolom WPSNAAM). De woonplaatsnaam volgens de oude spelling, blijft de kolom WPSNAAMNEN en is verplaatst naar de laatste kolom. 
Uiteindelijk zal deze laatste kolom (WPSNAAMNEN) verdwijnen, de vervaldatum wordt nader bepaald. Wij adviseren u daarom om de kolom WPSNAAM vanaf 1-7-2020 te gaan gebruiken.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen_historie_2018/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen_historie_2018:nwb_wegen_wegvakken_2018,nwb_wegen_wegvakken_2018,nwb_wegen_historie_2018:nwb_wegen_wegvakken_2018,nwb_wegen_wegvakken_2018,nwb_wegen_historie_2018:nwb_wegen_wegvakken_2018,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
60caa9e6-60c5-2016-a575-e11ef5a08mgl,dataset,ISO 19115,WMS; WFS,2024-02-29,dut,28992; 5709,NWB wegen - Wegvakken historie 2016 (RWS),Vervoersnetwerken; Wegnummer; Rijkswegen; Wegen,"Deze dataset bevat alle wegvakken uit het Nationaal Wegen bestand (NWB)op peildatum 01-01-2016. Het NWB Wegen bestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit ruim 158.000 hectopunten en meer dan 1 miljoen gedigitaliseerde wegvakken met een totale lengte van
bijna 158.000 kilometer (meting 2020). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Per 1 juli 2020 zijn de Woonplaatsnamen en Gemeentenamen in het NWB BAG Compliant. Dit houdt in dat de schrijfwijze van de namen volgens de officiele spelling geschreven zijn. De Basisregistratie Adressen en Gebouwen (BAG) is in 2009 ingevoerd en overheidsinstanties hebben een gebruikersplicht om deze registratie te gebruiken bij het uitvoeren van hun taak. Zo ook het NWB. 
Het NWB gebruikte tot nu toe de NEN schrijfwijze voor woonplaatsen en gemeentenamen. Hierbij werden de namen uniek gemaakt en woonplaatsen werden in hoofdletters geschreven. In de BAG kan het voorkomen dat een woonplaatsnaam met dezelfde spelling in verschillende gemeenten voorkomt. Deze structuur is overgenomen in het NWB en is daarmee hetzelfde als de BAG. 
Om aan deze aanpassing te wennen is er voor de BAG schrijfwijze een nieuwe kolom toegevoegd aan het NWB (kolom WPSNAAM). De woonplaatsnaam volgens de oude spelling, blijft de kolom WPSNAAMNEN en is verplaatst naar de laatste kolom. 
Uiteindelijk zal deze laatste kolom (WPSNAAMNEN) verdwijnen, de vervaldatum wordt nader bepaald. Wij adviseren u daarom om de kolom WPSNAAM vanaf 1-7-2020 te gaan gebruiken.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen_historie_2016/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen_historie_2016:nwb_wegen_wegvakken_2016,nwb_wegen_wegvakken_2016,nwb_wegen_historie_2016:nwb_wegen_wegvakken_2016,nwb_wegen_wegvakken_2016,nwb_wegen_historie_2016:nwb_wegen_wegvakken_2016,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
60caa9e6-60c5-2021-a575-e11ef5a08mgl,dataset,ISO 19115,WMS; WFS,2024-02-29,dut,28992; 5709,NWB wegen - Wegvakken historie 2021 (RWS),Vervoersnetwerken; Wegnummer; Rijkswegen; Wegen,"Deze dataset bevat alle wegvakken uit het Nationaal Wegen bestand (NWB)op peildatum 01-01-2021. Het NWB Wegen bestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit ruim 158.000 hectopunten en meer dan 1 miljoen gedigitaliseerde wegvakken met een totale lengte van
bijna 158.000 kilometer (meting 2020). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Per 1 juli 2020 zijn de Woonplaatsnamen en Gemeentenamen in het NWB BAG Compliant. Dit houdt in dat de schrijfwijze van de namen volgens de officiele spelling geschreven zijn. De Basisregistratie Adressen en Gebouwen (BAG) is in 2009 ingevoerd en overheidsinstanties hebben een gebruikersplicht om deze registratie te gebruiken bij het uitvoeren van hun taak. Zo ook het NWB. 
Het NWB gebruikte tot nu toe de NEN schrijfwijze voor woonplaatsen en gemeentenamen. Hierbij werden de namen uniek gemaakt en woonplaatsen werden in hoofdletters geschreven. In de BAG kan het voorkomen dat een woonplaatsnaam met dezelfde spelling in verschillende gemeenten voorkomt. Deze structuur is overgenomen in het NWB en is daarmee hetzelfde als de BAG. 
Om aan deze aanpassing te wennen is er voor de BAG schrijfwijze een nieuwe kolom toegevoegd aan het NWB (kolom WPSNAAM). De woonplaatsnaam volgens de oude spelling, blijft de kolom WPSNAAMNEN en is verplaatst naar de laatste kolom. 
Uiteindelijk zal deze laatste kolom (WPSNAAMNEN) verdwijnen, de vervaldatum wordt nader bepaald. Wij adviseren u daarom om de kolom WPSNAAM vanaf 1-7-2020 te gaan gebruiken.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen_historie_2021/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen_historie_2021:nwb_wegen_wegvakken_2021,nwb_wegen_wegvakken_2021,nwb_wegen_historie_2021:nwb_wegen_wegvakken_2021,nwb_wegen_wegvakken_2021,nwb_wegen_historie_2021:nwb_wegen_wegvakken_2021,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
60caa9e6-60c5-2020-a575-e11ef5a08mgl,dataset,ISO 19115,WMS; WFS,2024-02-29,dut,28992; 5709,NWB wegen - Wegvakken historie 2020 (RWS),Vervoersnetwerken; Wegnummer; Rijkswegen; Wegen,"Deze dataset bevat alle wegvakken uit het Nationaal Wegen bestand (NWB)op peildatum 01-01-2020. Het NWB Wegen bestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit ruim 158.000 hectopunten en meer dan 1 miljoen gedigitaliseerde wegvakken met een totale lengte van
bijna 158.000 kilometer (meting 2020). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Per 1 juli 2020 zijn de Woonplaatsnamen en Gemeentenamen in het NWB BAG Compliant. Dit houdt in dat de schrijfwijze van de namen volgens de officiele spelling geschreven zijn. De Basisregistratie Adressen en Gebouwen (BAG) is in 2009 ingevoerd en overheidsinstanties hebben een gebruikersplicht om deze registratie te gebruiken bij het uitvoeren van hun taak. Zo ook het NWB. 
Het NWB gebruikte tot nu toe de NEN schrijfwijze voor woonplaatsen en gemeentenamen. Hierbij werden de namen uniek gemaakt en woonplaatsen werden in hoofdletters geschreven. In de BAG kan het voorkomen dat een woonplaatsnaam met dezelfde spelling in verschillende gemeenten voorkomt. Deze structuur is overgenomen in het NWB en is daarmee hetzelfde als de BAG. 
Om aan deze aanpassing te wennen is er voor de BAG schrijfwijze een nieuwe kolom toegevoegd aan het NWB (kolom WPSNAAM). De woonplaatsnaam volgens de oude spelling, blijft de kolom WPSNAAMNEN en is verplaatst naar de laatste kolom. 
Uiteindelijk zal deze laatste kolom (WPSNAAMNEN) verdwijnen, de vervaldatum wordt nader bepaald. Wij adviseren u daarom om de kolom WPSNAAM vanaf 1-7-2020 te gaan gebruiken.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen_historie_2020/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen_historie_2020:nwb_wegen_wegvakken_2020,nwb_wegen_wegvakken_2020,nwb_wegen_historie_2020:nwb_wegen_wegvakken_2020,nwb_wegen_wegvakken_2020,nwb_wegen_historie_2020:nwb_wegen_wegvakken_2020,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
60caa9e6-60c5-2022-a575-e11ef5a08mgl,dataset,ISO 19115,WMS; WFS,2024-02-29,dut,28992; 5709,NWB wegen - Wegvakken historie 2022 (RWS),Vervoersnetwerken; Wegnummer; Rijkswegen; Wegen,"Deze dataset bevat alle wegvakken uit het Nationaal Wegen bestand (NWB)op peildatum 01-01-2022 en geeft gedetailleerde informatie per wegvak zoals straatnaam, wegnummer, routenummer, wegbeheerder, huisnummers, enz. weer. 
Het NWB Wegen bestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit meer dan 159.000 hectopunten en bijna 1,5 miljoen gedigitaliseerde wegvakken met een totale lengte van
meer dan 190.000 kilometer (meting januari 2023). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegen_historie_2022/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegen_historie_2022:nwb_wegen_wegvakken_2022,nwb_wegen_wegvakken_2022,nwb_wegen_historie_2022:nwb_wegen_wegvakken_2022,nwb_wegen_wegvakken_2022,nwb_wegen_historie_2022:nwb_wegen_wegvakken_2022,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
