identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,coverage_id,clean_coverage_id,layer,crs_epsg,spatial_resolution
a66db533-5691-4174-a842-3d58008a54be,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtegegevens kribben Waal 2011,,"Laseraltimetrie opname rivieroevers Waal in de vorm van een grid met een resolutie van 0,5 meter waarbij de hoogtewaarde is opgenomen in centimeters .
Voor verdere informatie zie kwaliteitsdocument.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2011/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2011:krib_waal_2011,krib_waal_2011,hoogte_2011__krib_waal_2011,krib_waal_2011,hoogte_2011__krib_waal_2011,28992,"(0.5, 0.5)"
b65e25ef-0248-458e-aa52-91fa88cebd46,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtegegevens Waddenzee Huibertgat 2019 2m DTM,,Laseraltimetrie opname van het gebied Huibertgat in de Waddenzee (DTM 2 meter).,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2019/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2019:waddenzee_huibertgat_2019_dtm_2,waddenzee_huibertgat_2019_dtm_2,hoogte_2019__waddenzee_huibertgat_2019_dtm_2,waddenzee_huibertgat_2019_dtm_2,hoogte_2019__waddenzee_huibertgat_2019_dtm_2,28992,"(2.0, 2.0)"
46265664-9e1e-40cb-bbbe-3cadb6931f6b,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand Wadden Marsdiep 5m 2021 DSM,Hoogte,Hoogtebestand Wadden Marsdiep 5m 2021 DSM - AHN4 DSM 5m grid,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2021/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2021:hoogte_wadden_marsdiep_2021_dsm_5m_tif,hoogte_wadden_marsdiep_2021_dsm_5m_tif,hoogte_2021__hoogte_wadden_marsdiep_2021_dsm_5m,hoogte_wadden_marsdiep_2021_dsm_5m_tif,hoogte_2021__hoogte_wadden_marsdiep_2021_dsm_5m,28992,"(5.000000000000016, 5.000000000001164)"
e7421089-080f-4bc2-a1d7-dab81c2934a8,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand eemsdollard 2m grid 2020 DSM,,Eemsdollard 2020 - DSM 2 meter rasterbestand van laserdata,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2020/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2020:hoogte_eemsdollard_2020_dsm_2m_tif,hoogte_eemsdollard_2020_dsm_2m_tif,hoogte_2020__hoogte_eemsdollard_2020_dsm_2m_tif,hoogte_eemsdollard_2020_dsm_2m_tif,hoogte_2020__hoogte_eemsdollard_2020_dsm_2m_tif,28992,"(2.0, 2.0)"
a96dcff3-2878-461f-bd1a-6b19eb236aba,dataset,ISO 19115,WMS; WCS,2023-09-20,dut,28992,Landtemperatuur in Zeeland 01-07-2018 (warme dag),Hitte; Hittestress; landtemperatuur; oppervlaktetemperatuur; Klimaatadaptatie; Ruimtelijke Adaptatie,"Deze dataset bevat remote sensing gegevens van de temperatuur van het landoppervlak op 1 juli 2018, tijdstip: 10 uur 38min. 

Deze kaart is in eerste instantie aangeschaft in het kader van de Zeeuwse samenwerking Klimaatadaptatie. Deze dataset wordt als representatief geacht voor een warme dag. Let hierbij op dat het tijdstip van de opname in de ochtend is en de temperatuur van het oppervlak nog niet het maximum van die dag zal hebben bereikt.",Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.35837818949423', '51.2001621218013', '4.27742457830985', '51.768070246125')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,https://opengeodata.zeeland.nl/geoserver/rasters/wcs?request=GetCapabilities,,geokma_lndtmpwdgrst,geokma_lndtmpwdgrst,rasters__geokma_lndtmpwdgrst,geokma_lndtmpwdgrst,rasters__geokma_lndtmpwdgrst,28992,"(30.95859759679698, 30.99448762757505)"
0567862f-10b1-4092-93e5-d9b39176c5e1,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Gekroesd Fonteinkruid - 2012,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:gekroesd_fonteinkruid_2012,gekroesd_fonteinkruid_2012,waterplanten_ijsselmeergebied__gekroesd_fonteinkruid_2012,gekroesd_fonteinkruid_2012,waterplanten_ijsselmeergebied__gekroesd_fonteinkruid_2012,28992,"(10.0, 10.0)"
339edac0-2710-418d-a338-74574d5d726b,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand kust 2003,Hoogte; Flora en Fauna; Fysische geografie; Hoogte,"Hoogtemodel van de kust in de vorm van een grid met een resolutie van 5 meter waarbij de hoogtewaarde is opgenomen in meters. Delen van de zandige kust van Nederland worden elk jaar in hoogte vastgelegd t.b.v. het vervaardigen van strandprofielen t.b.v. monitoring kustlijn.

Een digitaal hoogte model (DHM) is een bestand waarbij de hoogte wordt weergegeven volgens een regelmatig, rechthoekig raster. Iedere cel van het raster (ook wel een gridcel genoemd) krijgt een hoogtewaarde. Deze hoogtewaarde wordt berekend uit de omliggende laserpunten van het gefilterde basisbestand. De hiervoor gebruikte techniek is een zogenaamde  gewogen gemiddelde interpolatie . Meer informatie en uitleg over de interpolatie vindt U in de handleiding  de grids van het AHN  te vinden op www.ahn.nl. Als er geen laserpunten in de buurt van een gridcel liggen blijft de cel leeg (de cel krijgt een  nodata  waarde).
Belangrijk om te weten is dat de waarde van een 5x5 meter gridcel wordt berekend uit meerdere laserpunten (het aantal is afhankelijk van de puntdichtheid van het basisbestand). Hierdoor neemt de invloed van de meetruis en uitschieters af en treedt er een lichte mate van vervlakking op.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('4.642', '53.048', '4.716', '53.105')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2003/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2003:kust_2003,kust_2003,hoogte_2003__kust_2003,kust_2003,hoogte_2003__kust_2003,28992,"(5.0, 5.0)"
66a0771b-7204-4891-bb16-7fd812dde7bc,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtegegevens kribben Waal 2013,monitoring; grid; 0.5m; laseraltimetrie,"Laserdata van de Waal 2013 in de vorm van een grid met een resolutie van 0,5 meter waarbij de hoogtewaarde is opgenomen in centimeters.
De data is verkregen middels laseraltimetrie.
Meetdatum:  8 september 2013",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('4.999', '51.805', '6.044', '51.903')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2013/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2013:krib_waal_2013,krib_waal_2013,hoogte_2013__krib_waal_2013,krib_waal_2013,hoogte_2013__krib_waal_2013,28992,"(0.5, 0.5)"
47848423-f51e-46b2-af6c-c0105986bbe9,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Smalle Waterpest - 2015,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:smalle_waterpest_2015,smalle_waterpest_2015,waterplanten_ijsselmeergebied__smalle_waterpest_2015,smalle_waterpest_2015,waterplanten_ijsselmeergebied__smalle_waterpest_2015,28992,"(10.0, 10.0)"
e69a4450-79eb-437a-a39f-c8eabae26349,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Sterkranswier - 2012,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:sterkranswier_2012,sterkranswier_2012,waterplanten_ijsselmeergebied__sterkranswier_2012,sterkranswier_2012,waterplanten_ijsselmeergebied__sterkranswier_2012,28992,"(10.0, 10.0)"
79e061bd-8714-42d8-a7fc-3d0f407a33f0,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand Wadden 2008,Hoogte; Diepte; Elevation,"Dit bestand omvat de gebieden: Eems en Dollard, Amelander zeegat. Hoogtemodel van platen in de vorm van een grid met een resolutie van 5 meter waarbij de hoogtewaarde is opgenomen in meters. Delen van de platen worden elk jaar in hoogte vastgelegd. Een digitaal hoogte model (DHM) is een bestand waarbij de hoogte wordt weergegeven volgens een regelmatig, rechthoekig raster. Iedere cel van het raster (ook wel een gridcel genoemd) krijgt een hoogtewaarde. Deze hoogtewaarde wordt berekend uit de omliggende laserpunten van het gefilterde basisbestand. De hiervoor gebruikte techniek is een zogenaamde  gewogen gemiddelde interpolatie . Meer informatie en uitleg over de interpolatie vindt U in de handleiding  de grids van het AHN  te vinden op www.ahn.nl. Als er geen laserpunten in de buurt van een gridcel liggen blijft de cel leeg (de cel krijgt een  nodata  waarde). Belangrijk om te weten is dat de waarde van een 5x5 meter gridcel wordt berekend uit meerdere laserpunten (het aantal is afhankelijk van de puntdichtheid van het basisbestand). Hierdoor neemt de invloed van de meetruis en uitschieters af en treedt er een lichte mate van vervlakking op.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.339', '53.253', '5.977', '53.469')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2008/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2008:wadden_2008,wadden_2008,hoogte_2008__wadden_2008,wadden_2008,hoogte_2008__wadden_2008,28992,"(5.0, 5.0)"
d2db68b8-ca81-436d-a022-1c5e91c38110,dataset,ISO 19115,WMS; WCS,2025-04-11,dut,28992; 5709,Waterplantenbedekking IJsselmeergebied - Snavelruppia - 2018,,"Waterplantenbedekking IJsselmeergebied. De waterplantenbedekking in het IJsselmeergebied wordt driejaarlijks gemonitord. Dat wil zeggen dat in een cyclus van drie jaar in elk deel van het gebied de waterplantenbedekking wordt geïnventariseerd: in 2016 in het Markermeer en IJmeer, in 2017 in het IJsselmeer, en in 2018 in de randmeren. Nb: het Veluwemeer is in 2018 niet gebiedsdekkend gekarteerd, maar op een beperkt aantal locaties.Voor elk jaar is er een dataset per gevonden waterplantensoort en een dataset met de totale bedekkingaanwezig. Deze datasets betreffen geinterpoleerde data. Daarnaast is er per jaar een dataset met de (punt)locaties van de veldwaarnemingen.In deze datasetsstaat informatie uit de jaren 2011 tot en met 2018. Globaal wordt de zone van 0-3 meter diepte gekarteerd. Zie de laag ""Puntenkaart veldwaarnemingen"" voor een weergave van de meetpunten. Let op! Waterplanten kunnen ook buiten de gekarteerde zone voorkomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.033', '52.251', '5.852', '53.082')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/waterplanten_ijsselmeergebied/ows?service=WCS&request=getcapabilities&version=2.0.1,,waterplanten_ijsselmeergebied:snavelruppia_2018,snavelruppia_2018,waterplanten_ijsselmeergebied__snavelruppia_2018,snavelruppia_2018,waterplanten_ijsselmeergebied__snavelruppia_2018,28992,"(10.0, 10.0)"
d2cb6b5f-d627-4f8f-b9c5-2428df9e50fe,dataset,ISO 19115,WMS; WCS,2024-05-14,dut,28992; 5709,Rivierkaart 1e herziening serie 4 en 5,,"Mozaiek van oude rivierkaarten in ECW vervaardigd uit oude rivierkaarten die gescand zijn. Hierna zijn de bladranden verwijderd en zijn de beelden gegeorefereerd in RD. Hierna is per druk, serie of herziening een mozaiek gemaakt in ECW-formaat. In een bijbehorende index-file (shape) is terug te vinden van welk jaar elke afzonderlijke kaart is.

Maas / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische inrichting, 1873-1903]. - 1 serie in 33 bladen : lithografie ; diverse formaten. De dektitels langs de bovenzijde van de kaart variÃ«ren. Enkele kaartbladen in combinatie met andere series.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/rivierkaarten_1830_1962/ows?service=WCS&request=getcapabilities&version=2.0.1,,rivierkaarten_1830_1962:1e_herziening_serie4en5_tif,1e_herziening_serie4en5_tif,rivierkaarten_1830_1962__1e_herziening_serie4en5_tif,1e_herziening_serie4en5_tif,rivierkaarten_1830_1962__1e_herziening_serie4en5_tif,28992,"(1.3000000000000003, 1.3)"
d28c8f04-da0e-4d35-9e87-3c76b56b5ec3,dataset,ISO 19115,WMS; WCS,2024-02-28,dut,28992; 5709,Hoogtebestand Schelde 2m 2021 DSM,Hoogte,Hoogtebestand Oosterschelde en Westerschelde - AHN4 DSM 2m grid,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/hoogte_2021/ows?service=WCS&request=getcapabilities&version=2.0.1,,hoogte_2021:hoogte_schelde_2021_dsm_2m_tif,hoogte_schelde_2021_dsm_2m_tif,hoogte_2021__hoogte_schelde_2021_dsm_2m,hoogte_schelde_2021_dsm_2m_tif,hoogte_2021__hoogte_schelde_2021_dsm_2m,28992,"(2.0000000000000098, 2.0000000000004077)"
d58cc2f2-4125-43e0-b74c-8a8e4e553afg,dataset,ISO 19115,WMS; WCS,2024-11-28,dut,28992; 5709,Orthofotomozaiek Bosplaat Terschelling 2012 (falsecolor),Luchtfoto; Vegetatiekartering; MWTL; Biologische monitoring,Orthofotomozaiek van Boschplaat Terschelling vervaardigd uit stereoluchtfoto opnamen op 27/08/2012 ter ondersteuning van  Vegwad monitoringsprgramma in opdracht van de Waterdienst.,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.102', '53.297', '5.567', '53.496')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_kweldervegetatie/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_kweldervegetatie:v_Terschelling_bosplaat_2012,v_Terschelling_bosplaat_2012,luchtfoto_kweldervegetatie__v_Terschelling_bosplaat_2012,v_Terschelling_bosplaat_2012,luchtfoto_kweldervegetatie__v_Terschelling_bosplaat_2012,28992,"(0.25, 0.25)"
d6ac761c-fc86-45bd-ae46-e9ab88045986,dataset,ISO 19115,WMS; WCS,2024-11-28,dut,28992; 5709,Orthofotomozaiek Texel Kwelders Slufter 2017,Luchtfoto; Vegetatiekartering; MWTL; Biologische monitoring,"Orthofotomozaiek van Texel Kwelders en Slufter, vervaardigd uit stereoluchtfoto opnamen ter ondersteuning van vegwad 2011 monitorings programma in opdracht van de Waterdienst.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('4.595', '52.947', '4.595', '52.898')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_kweldervegetatie/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_kweldervegetatie:v_Texel_Kwelders_Slufter_2017,v_Texel_Kwelders_Slufter_2017,luchtfoto_kweldervegetatie__v_Texel_Kwelders_Slufter_2017,v_Texel_Kwelders_Slufter_2017,luchtfoto_kweldervegetatie__v_Texel_Kwelders_Slufter_2017,28992,"(0.12, 0.12)"
d58cc2f2-4125-43e0-b74c-8a8e4e553aff,dataset,ISO 19115,WMS; WCS,2024-11-28,dut,28992; 5709,Orthofotomozaiek Kwade Hoek 2012 (falsecolor),Luchtfoto; Vegetatiekartering; MWTL; Biologische monitoring,Orthofotomozaiek van Kwade-Hoek vervaardigd uit stereoluchtfoto opnamen op 24 en 25/07/2012 ter ondersteuning van  Vegwad monitoringsprgramma in opdracht van de Waterdienst.,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.958', '51.826', '4.034', '51.852')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_kweldervegetatie/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_kweldervegetatie:v_Kwade_Hoek_2012,v_Kwade_Hoek_2012,luchtfoto_kweldervegetatie__v_Kwade_Hoek_2012,v_Kwade_Hoek_2012,luchtfoto_kweldervegetatie__v_Kwade_Hoek_2012,28992,"(0.25, 0.25)"
d58cc2f2-4125-43e0-b74c-8a8e4e553afe,dataset,ISO 19115,WMS; WCS,2024-11-28,dut,28992; 5709,Orthofotomozaiek Griend2012,Luchtfoto; Vegetatiekartering; MWTL; Biologische monitoring,Orthofotomozaiek van Griend vervaardigd uit stereoluchtfoto opnamen op 27/08/2012 ter ondersteuning van  Vegwad monitoringsprgramma in opdracht van de Waterdienst.,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('5.236', '53.247', '5.272', '53.258')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_kweldervegetatie/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_kweldervegetatie:v_Griend_2012,v_Griend_2012,luchtfoto_kweldervegetatie__v_Griend_2012,v_Griend_2012,luchtfoto_kweldervegetatie__v_Griend_2012,28992,"(0.25, 0.25)"
d76e3a99-ba31-4c3a-a658-0f8bf1981410,dataset,ISO 19115,WMS; WCS,2024-05-22,dut,28992; 5709,Orthofotomozaiek Groninger kust noordpolderzijl 2007,,infrarood orthofoto voor vegetatie kartering Getijde: NAP -0.80,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('6.177', '52.318', '7.262', '53.501')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/luchtfoto_zeegras/ows?service=WCS&request=getcapabilities&version=2.0.1,,luchtfoto_zeegras:z_GK_noordpolderzijl_2007,z_GK_noordpolderzijl_2007,luchtfoto_zeegras__z_GK_noordpolderzijl_2007,z_GK_noordpolderzijl_2007,luchtfoto_zeegras__z_GK_noordpolderzijl_2007,28992,"(0.25, 0.25)"
dacbe4ea-2e0d-4736-9e72-cf7ae262906a,dataset,ISO 19115,WMS; WCS,2024-08-06,dut,28992; 5709,"Droogvalduurkaart, basiskaart voor de Zoute Ecotopen Westerschelde 2012",,"Van de Westerschelde is in 2012 een ecotopenkaart gemaakt. Een zoute ecotopenkaart wordt opgebouwd door meerdere informatielagen van het intergetijdengebied samen te voegen: bodemhoogtekaart (hoogte en diepte), geomorfologische kaart, droogvalduurkaart, stromingskaart en zoutkaart. De droogvalduur is gebaseerd op de bodemhoogtekaart 2012 en de opgetreden waterstanden in de periode 2009 tm 2012. De droogvalduur is berekend met het M2 model.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.372', '51.344', '4.253', '51.527')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/ecotopen_zout_raster/ows?service=WCS&request=getcapabilities&version=2.0.1,,ecotopen_zout_raster:edroogvalduur_ws_2012,edroogvalduur_ws_2012,ecotopen_zout_raster__edroogvalduur_ws_2012,edroogvalduur_ws_2012,ecotopen_zout_raster__edroogvalduur_ws_2012,28992,"(20.0, 20.0)"
db929605-5344-4895-8cd0-9dce41f9be51,dataset,ISO 19115,WMS; WCS,2024-08-06,dut,28992; 5709,Maximum stroomsnelheidskaart Zoute Ecotopen Westerschelde 1996,,"Van de Westerschelde is in 1996 een ecotopenkaart gemaakt. Een zoute ecotopenkaart wordt opgebouwd door meerdere informatielagen van het intergetijdengebied samen te voegen: bodemhoogtekaart (hoogte en diepte), geomorfologische kaart, droogvalduurkaart, stromingskaart en zoutkaart. De stroomsnelheden zijn berekend met Simona waarbij gebruik gemaakt wordt van het SCALWEST2000 model, een kromlijnig grid.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.372', '51.344', '4.253', '51.527')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,https://geo.rijkswaterstaat.nl/services/ogc/gdr/ecotopen_zout_raster/ows?service=WCS&request=getcapabilities&version=2.0.1,,ecotopen_zout_raster:evmax_ws_1996,evmax_ws_1996,ecotopen_zout_raster__evmax_ws_1996,evmax_ws_1996,ecotopen_zout_raster__evmax_ws_1996,28992,"(20.0, 20.0)"
