identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2,keywords_+,has_fuzzy_keyword_match
1596e594-2b9c-47c0-b380-544eb1d563c4,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk kunstwerken over de weg met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Kunstwerk over de weg:
Een kunstwerk over de weg is een ongelijkvloerse kruising over de hoofdrijbaan ten behoeve van verkeer, water, wild en spoorwegen.
Een onderscheid wordt gemaakt in: aquaduct, brug, ecoduct en viaduct. Dit wordt getoond in kolom OMSCHR.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:kunstoverweg_wegvak,kunstoverweg_wegvak,weggeg:kunstoverweg_wegvak,kunstoverweg_wegvak,weggeg:kunstoverweg_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,aquaduct;behoeve;brug;de;dit;ecoduct;een;en;gemaakt;getoond;hoofdrijbaan;in;is;kolom;kruising;kunstwerk;omschr;onderscheid;ongelijkvloerse;over;spoorwegen;ten;van;verkeer;viaduct;water;weg;wegen;wegkenmerken;wild;wordt,True
1c6dade0-547b-4aec-a06f-0256e3f9f99d,dataset,ISO 19115,WMS; WFS,2025-04-23,dut,28992; 5709,Beekdalen,,"De basiskaart beekdalen toont de beekdalen in Nederland. Deze kaart is gemaakt met een selectie van de landschappelijke bodemkaart (LBK). Zie voor meer informatie over deze bron: https://edepot.wur.nl/586588 en https://www.wur.nl/nl/show/landschappelijke-bodemkartering-lbk-achtergronden-toepassingen-en-technische-documentatie.htm 
De geselecteerde gebieden bestaan uit: beekdalvlaktes, beeklopen, beekoeverwallen, brongebieden in kwelgevoede beekdalen en niet kwelgevoede beekdalen en beekdalflanken.
De kaart is onderdeel van: Water en bodem in de RO - Atlas van de Regio",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.885', '7.253', '53.552')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/water_en_bodem_ro/ows?service=WFS&request=getcapabilities&version=2.0.0,water_en_bodem_ro:beekdalen,beekdalen,water_en_bodem_ro:beekdalen,beekdalen,water_en_bodem_ro:beekdalen,"(-4603.45769403383, 323363.78402593103, 286293.0774695672, 620809.5270451631)",True,True,586588;achtergronden;atlas;basiskaart;beekdalen;beekdalflanken;beekdalvlaktes;beeklopen;beekoeverwallen;bestaan;bodem;bodemkaart;bodemkartering;bron;brongebieden;de;deze;documentatie;edepot;een;en;gebieden;gemaakt;geselecteerde;htm;https;in;informatie;is;kaart;kwelgevoede;landschappelijke;lbk;meer;met;nederland;niet;nl;onderdeel;over;regio;ro;selectie;show;technische;toepassingen;toont;uit;van;voor;water;wur;www;zie,True
1ce840bf-0d50-4ce6-87ea-076d1dd7defc,dataset,ISO 19115,WMS; WFS,2025-03-31,dut,28992; 5709,Wegen beperkingengebied Rijk 2025 actualisatie Omgevingsregeling,"Rijkswaterstaat, Rijk, Omgevingswet, aanwijzing, begrenzing, beperkingengebieden, wegen, beheer","De geometrische begrenzing van de Wegen beperkingengebied Rijk 2025 actualisatie Omgevingsregeling. Dit is de Rijkswaterstaat bron van de in de Digitaal Stelsel Omgevingswet (DSO) en Staatscourant gepresenteerde versie. Deze kan hiervan licht afwijken vanwege de geometrische aanlevereisen van de DSO. De geometrische begrenzing is ontstaan vanuit de geometrische samenvoeging van geometrie NWB: Wegvakken, KernGis: lagen vKunstwerk, vBeheersituatie, vGroen, lgeleideconstructie, pWegmeubilair, pLicht, lLicht en vVerharding, DTB: Lijnen, Kunstwerk vlakken, Verharding vlakken, DISK, GWV: lagen Segmenten, Hoogte_kantstreep, Landsgrens .
De datum inwerkingtreding Omgevingswet (2025-04-01), datum productie geometrie (2024-08-20) en datum gebruikte bronnen (2024-04-15) is opgenomen in de metadata.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/omgevingswet/ows?service=WFS&request=getcapabilities&version=2.0.0,omgevingswet:wegen_beperkingengebied_rijk,wegen_beperkingengebied_rijk,omgevingswet:wegen_beperkingengebied_rijk,wegen_beperkingengebied_rijk,omgevingswet:wegen_beperkingengebied_rijk,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,"01;04;08;15;20;2024;2025;Rijkswaterstaat, Rijk, Omgevingswet, aanwijzing, begrenzing, beperkingengebieden, wegen, beheer;aanlevereisen;actualisatie;afwijken;begrenzing;beperkingengebied;bron;bronnen;datum;de;deze;digitaal;disk;dit;dso;dtb;en;gebruikte;geometrie;geometrische;gepresenteerde;gwv;hiervan;hoogte_kantstreep;in;inwerkingtreding;is;kan;kerngis;kunstwerk;lagen;landsgrens;lgeleideconstructie;licht;lijnen;llicht;metadata;nwb;omgevingsregeling;omgevingswet;ontstaan;opgenomen;plicht;productie;pwegmeubilair;rijk;rijkswaterstaat;samenvoeging;segmenten;staatscourant;stelsel;van;vanuit;vanwege;vbeheersituatie;verharding;versie;vgroen;vkunstwerk;vlakken;vverharding;wegen;wegvakken",True
1db6f917-efe7-47e7-afcb-ddace4f8cb62,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk mengstroken met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Mengstroken:
Onder mengstroken wordt verstaan: alle banen en stroken, samenkomend met aan de hoofdrijbaan, fysiek niet gescheiden en bedoeld voor de verkeersafwikkeling van en naar de hoofdrijbaan. Van de geregistreerde stroken wordt vastgelegd of het een enkel- of dubbelbaansstrook of taper betreft.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:mengstroken_wegvak,mengstroken_wegvak,weggeg:mengstroken_wegvak,mengstroken_wegvak,weggeg:mengstroken_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,aan;alle;banen;bedoeld;betreft;de;dubbelbaansstrook;een;en;enkel;fysiek;geregistreerde;gescheiden;het;hoofdrijbaan;mengstroken;met;naar;niet;of;onder;samenkomend;stroken;taper;van;vastgelegd;verkeersafwikkeling;verstaan;voor;wegen;wegkenmerken;wordt,True
0708f822-816d-4e30-8a0e-f33a9fa61fa7,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,NWB - Wegbeheerderskaart overige wegen,wegbeheerder; wegen,"Dit product bevat alle straten van Nederland die opgenomen zijn in het Nationaal WegenBestand (NWB) met als wegbeheerder Overige instanties, aangevuld met de contactinformatie over de wegbeheerder.  Het NWB Wegenbestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit bijna 159.000 hectopunten en meer dan 1,1 miljoen gedigitaliseerde wegvakken met een totale lengte van
ruim 160.000 kilometer (meting januari 2022). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl""",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegbeheerderskaart/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegbeheerderskaart:wegbeheerders_overig,wegbeheerders_overig,nwb_wegbeheerderskaart:wegbeheerders_overig,wegbeheerders_overig,nwb_wegbeheerderskaart:wegbeheerders_overig,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,000;1;159;160;2022;aangevuld;adres;alle;alleen;als;aparte;beheerd;bestaat;bestand;bevat;bij;bijna;contact;contactgegevens;contactinformatie;daarom;dan;de;deze;die;digitaal;dit;door;doorontwikkeling;dus;echter;een;email;en;fietspaden;geactualiseerd;gebruiker;gedigitaliseerde;gemeenten;geografisch;gescheiden;gestart;geval;graag;hectopunten;heeft;het;https;in;indien;informatie;instanties;is;januari;kader;kilometer;komen;lengte;losliggende;maandelijks;meer;met;meting;miljoen;moment;naar;nationaal;nationaalwegenbestand;nederland;nieuws;nl;nummer;nwb;of;ontwerpen;onverharde;ook;op;opgenomen;organiseren;over;overige;product;provincies;rijbanen;rijk;rijkswaterstaat;rijkswegen;rondom;ruim;rws;samenwerking;straatnaam;straten;sturen;te;totale;u;uit;uw;van;vertegenwoordigers;verwerkt;vinden;voet;volgende;voor;vooral;voorzien;vragen;wat;waterschappen;weg;wegbeheerder;wegbeheerders;wegen;wegenbestand;wegvakken;wij;worden;wordt;zijn;zover,True
0708f822-816d-4e30-8a0e-f33a9fa61fa8,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,NWB - Wegbeheerderskaart provinciale wegen,wegbeheerder; wegen,"Dit product bevat alle straten van Nederland die opgenomen zijn in het Nationaal WegenBestand (NWB) met als wegbeheerder Provincie, aangevuld met de contactinformatie over de wegbeheerder.  Het NWB Wegenbestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit bijna 159.000 hectopunten en meer dan 1,1 miljoen gedigitaliseerde wegvakken met een totale lengte van
ruim 160.000 kilometer (meting januari 2022). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl""",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegbeheerderskaart/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegbeheerderskaart:wegbeheerders_provincie,wegbeheerders_provincie,nwb_wegbeheerderskaart:wegbeheerders_provincie,wegbeheerders_provincie,nwb_wegbeheerderskaart:wegbeheerders_provincie,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,000;1;159;160;2022;aangevuld;adres;alle;alleen;als;aparte;beheerd;bestaat;bestand;bevat;bij;bijna;contact;contactgegevens;contactinformatie;daarom;dan;de;deze;die;digitaal;dit;door;doorontwikkeling;dus;echter;een;email;en;fietspaden;geactualiseerd;gebruiker;gedigitaliseerde;gemeenten;geografisch;gescheiden;gestart;geval;graag;hectopunten;heeft;het;https;in;indien;informatie;is;januari;kader;kilometer;komen;lengte;losliggende;maandelijks;meer;met;meting;miljoen;moment;naar;nationaal;nationaalwegenbestand;nederland;nieuws;nl;nummer;nwb;of;ontwerpen;onverharde;ook;op;opgenomen;organiseren;over;product;provincie;provincies;rijbanen;rijk;rijkswaterstaat;rijkswegen;rondom;ruim;rws;samenwerking;straatnaam;straten;sturen;te;totale;u;uit;uw;van;vertegenwoordigers;verwerkt;vinden;voet;volgende;voor;vooral;voorzien;vragen;wat;waterschappen;weg;wegbeheerder;wegbeheerders;wegen;wegenbestand;wegvakken;wij;worden;wordt;zijn;zover,True
0708f822-816d-4e30-8a0e-f33a9fa61fa6,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,NWB - Wegbeheerderskaart gemeente wegen,wegbeheerder; wegen,"Dit product bevat alle straten van Nederland die opgenomen zijn in het Nationaal WegenBestand (NWB) met als wegbeheerder Gemeente, aangevuld met de contactinformatie over de wegbeheerder.  Het NWB Wegenbestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit bijna 159.000 hectopunten en meer dan 1,1 miljoen gedigitaliseerde wegvakken met een totale lengte van
ruim 160.000 kilometer (meting januari 2022). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl""",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegbeheerderskaart/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegbeheerderskaart:wegbeheerders_gemeente,wegbeheerders_gemeente,nwb_wegbeheerderskaart:wegbeheerders_gemeente,wegbeheerders_gemeente,nwb_wegbeheerderskaart:wegbeheerders_gemeente,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,000;1;159;160;2022;aangevuld;adres;alle;alleen;als;aparte;beheerd;bestaat;bestand;bevat;bij;bijna;contact;contactgegevens;contactinformatie;daarom;dan;de;deze;die;digitaal;dit;door;doorontwikkeling;dus;echter;een;email;en;fietspaden;geactualiseerd;gebruiker;gedigitaliseerde;gemeente;gemeenten;geografisch;gescheiden;gestart;geval;graag;hectopunten;heeft;het;https;in;indien;informatie;is;januari;kader;kilometer;komen;lengte;losliggende;maandelijks;meer;met;meting;miljoen;moment;naar;nationaal;nationaalwegenbestand;nederland;nieuws;nl;nummer;nwb;of;ontwerpen;onverharde;ook;op;opgenomen;organiseren;over;product;provincies;rijbanen;rijk;rijkswaterstaat;rijkswegen;rondom;ruim;rws;samenwerking;straatnaam;straten;sturen;te;totale;u;uit;uw;van;vertegenwoordigers;verwerkt;vinden;voet;volgende;voor;vooral;voorzien;vragen;wat;waterschappen;weg;wegbeheerder;wegbeheerders;wegen;wegenbestand;wegvakken;wij;worden;wordt;zijn;zover,True
0708f822-816d-4e30-8a0e-f33a9fa61fa9,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,NWB - Wegbeheerderskaart rijkswegen,wegbeheerder; wegen,"Dit product bevat alle straten van Nederland die opgenomen zijn in het Nationaal WegenBestand (NWB) met als wegbeheerder Rijk, aangevuld met de contactinformatie over de wegbeheerder.  Het NWB Wegenbestand is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer. Dus ook losliggende voet- en fietspaden en onverharde wegen zijn, indien voorzien van een straatnaam, in het NWB-Wegen opgenomen. Indien een weg gescheiden rijbanen heeft, wat vooral het geval is bij Rijkswegen, worden deze als aparte wegvakken in het bestand verwerkt. 
Het NWB Wegen bestand bestaat op dit moment uit bijna 159.000 hectopunten en meer dan 1,1 miljoen gedigitaliseerde wegvakken met een totale lengte van
ruim 160.000 kilometer (meting januari 2022). Het NWB Wegen bestand wordt maandelijks geactualiseerd.

Meer informatie en nieuws over het NWB is te vinden op https://nationaalwegenbestand.nl/   
  
Vertegenwoordigers van gemeenten, provincies, waterschappen en Rijkswaterstaat zijn gestart met het ontwerpen en organiseren van de samenwerking rondom het NWB. In het kader van deze doorontwikkeling van het NWB, komen wij graag in contact met u, de NWB gebruiker. Daarom vragen wij u een email te sturen met uw contactgegevens naar het volgende adres: nwb@rws.nl""",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/nwb_wegbeheerderskaart/ows?service=WFS&request=getcapabilities&version=2.0.0,nwb_wegbeheerderskaart:wegbeheerders_rijk,wegbeheerders_rijk,nwb_wegbeheerderskaart:wegbeheerders_rijk,wegbeheerders_rijk,nwb_wegbeheerderskaart:wegbeheerders_rijk,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,000;1;159;160;2022;aangevuld;adres;alle;alleen;als;aparte;beheerd;bestaat;bestand;bevat;bij;bijna;contact;contactgegevens;contactinformatie;daarom;dan;de;deze;die;digitaal;dit;door;doorontwikkeling;dus;echter;een;email;en;fietspaden;geactualiseerd;gebruiker;gedigitaliseerde;gemeenten;geografisch;gescheiden;gestart;geval;graag;hectopunten;heeft;het;https;in;indien;informatie;is;januari;kader;kilometer;komen;lengte;losliggende;maandelijks;meer;met;meting;miljoen;moment;naar;nationaal;nationaalwegenbestand;nederland;nieuws;nl;nummer;nwb;of;ontwerpen;onverharde;ook;op;opgenomen;organiseren;over;product;provincies;rijbanen;rijk;rijkswaterstaat;rijkswegen;rondom;ruim;rws;samenwerking;straatnaam;straten;sturen;te;totale;u;uit;uw;van;vertegenwoordigers;verwerkt;vinden;voet;volgende;voor;vooral;voorzien;vragen;wat;waterschappen;weg;wegbeheerder;wegbeheerders;wegen;wegenbestand;wegvakken;wij;worden;wordt;zijn;zover,True
0498f10a-41c7-4cdf-a672-c4f752b6fdca,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk bebouwde kom met geometrie op kenmerkniveau (RWS),wegen; wegkenmerken,"Bebouwde kommen:
De grenzen van de bebouwde kom van een gemeente worden vastgesteld bij besluit van B & W van de gemeente.
De bebouwde kom is het deel van een dorp of stad waar de huizen en erven aan elkaar grenzen.
De bebouwde kom worden aangegeven met borden H1 en H2. De bebouwde kom wordt getoond in kolom INVENT_OMSCHR.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:bebouwde_kommen_kenmerk,bebouwde_kommen_kenmerk,weggeg:bebouwde_kommen_kenmerk,bebouwde_kommen_kenmerk,weggeg:bebouwde_kommen_kenmerk,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,aan;aangegeven;b;bebouwde;besluit;bij;borden;de;deel;dorp;een;elkaar;en;erven;gemeente;getoond;grenzen;h1;h2;het;huizen;in;invent_omschr;is;kolom;kom;kommen;met;of;stad;van;vastgesteld;w;waar;wegen;wegkenmerken;worden;wordt,True
0dacfa79-c2de-4927-bc97-d36a11c3cf14,dataset,ISO 19115,WMS; WFS,2025-03-07,dut,28992; 5709,Mirt - lijnen,basisset NOVEX; Vervoersnetwerken; Infrastructuur; Beleid ondersteuning en advies; Ruimtegebruik,"De Rijksoverheid werkt samen met andere overheden aan het veilig, bereikbaar en leefbaar houden van Nederland. Dit doen zij door te investeren in betere wegen, het spoor en waterwegen. Alle investeringen hiervoor staan in het Meerjarenprogramma Infrastructuur, Ruimte en Transport (MIRT).",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/mirt/ows?service=WFS&request=getcapabilities&version=2.0.0,mirt:mirt_lijnen_fase,mirt_lijnen_fase,mirt:mirt_lijnen_fase,mirt_lijnen_fase,mirt:mirt_lijnen_fase,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,Beleid ondersteuning en advies;Infrastructuur;Ruimtegebruik;Vervoersnetwerken;aan;alle;andere;basisset NOVEX;bereikbaar;betere;de;dit;doen;door;en;het;hiervoor;houden;in;infrastructuur;investeren;investeringen;leefbaar;meerjarenprogramma;met;mirt;nederland;overheden;rijksoverheid;ruimte;samen;spoor;staan;te;transport;van;veilig;waterwegen;wegen;werkt;zij,True
0cc7af1e-472e-4752-9e8b-aaa13d1ea447,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk kunstwerken in de weg met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Kunstwerk in de weg:
Een kunstwerk in de weg geeft de constructie in de weg waarover gereden wordt, aan. Een kunstwerk is een ongelijkvloerse kruising met de hoofdrijbaan ten behoeve van verkeer, water en wild. Voor kunstwerk in de weg wordt een onderscheid gemaakt in: brug, onderdoorgang, tunnel en viaduct. Dit wordt getoond in kolom OMSCHR.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:kunstinweg_wegvak,kunstinweg_wegvak,weggeg:kunstinweg_wegvak,kunstinweg_wegvak,weggeg:kunstinweg_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,aan;behoeve;brug;constructie;de;dit;een;en;geeft;gemaakt;gereden;getoond;hoofdrijbaan;in;is;kolom;kruising;kunstwerk;met;omschr;onderdoorgang;onderscheid;ongelijkvloerse;ten;tunnel;van;verkeer;viaduct;voor;waarover;water;weg;wegen;wegkenmerken;wild;wordt,True
0e6a6bda-2bb7-4eee-aa77-d0275cc79646,dataset,ISO 19115,WMS; WFS,2025-03-07,dut,28992; 5709,Mirt 2022 - punten,Vervoersnetwerken; Infrastructuur; Beleid; Ruimtegebruik,"De Rijksoverheid werkt samen met andere overheden aan het veilig, bereikbaar en leefbaar houden van Nederland. Dit doen zij door te investeren in betere wegen, het spoor en waterwegen. Alle investeringen hiervoor staan in het Meerjarenprogramma Infrastructuur, Ruimte en Transport (MIRT).",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/mirt/ows?service=WFS&request=getcapabilities&version=2.0.0,mirt:mirt2022_punten_fase,mirt2022_punten_fase,mirt:mirt2022_punten_fase,mirt2022_punten_fase,mirt:mirt2022_punten_fase,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True,Beleid;Infrastructuur;Ruimtegebruik;Vervoersnetwerken;aan;alle;andere;bereikbaar;betere;de;dit;doen;door;en;het;hiervoor;houden;in;infrastructuur;investeren;investeringen;leefbaar;meerjarenprogramma;met;mirt;nederland;overheden;rijksoverheid;ruimte;samen;spoor;staan;te;transport;van;veilig;waterwegen;wegen;werkt;zij,True
